Voyager2.UTCGregorian      Voyager2.SunMJ2000Eq.X    Voyager2.SunMJ2000Eq.Y    Voyager2.SunMJ2000Eq.Z    Voyager2.SunMJ2000Eq.VX   Voyager2.SunMJ2000Eq.VY   Voyager2.SunMJ2000Eq.VZ   
04 Sep 1977 15:31:44.000   146673248.6303938         -32754530.575615          -9643376.667482257        10.75490862586151         32.98027856519028         17.73197208907226         
05 Sep 1977 15:31:44.000   147581180.8429458         -29900433.85988112        -8110017.074092643        10.26186635586889         33.08511347243561         17.76158931561254         
06 Sep 1977 15:31:44.000   148446475.6429448         -27037710.27176616        -6574324.774074234        9.768008231657177         33.17997332080066         17.7859729143545          
07 Sep 1977 15:31:44.000   149269082.3790564         -24167221.68858124        -5036751.010263121        9.273792785220021         33.26486106415355         17.80514663871103         
08 Sep 1977 15:31:44.000   150048989.8129341         -21289828.78188886        -3497744.478579409        8.779673537408957         33.33980155957178         17.81914561469619         
09 Sep 1977 15:31:44.000   150786225.6136557         -18406389.15205725        -1957750.365604786        8.28609733190099          33.40484092979526         17.82801587122821         
10 Sep 1977 15:31:44.000   151480855.7120868         -15517755.52108686        -417209.4275037088        7.793502759910656         33.46004585271384         17.83181385217183         
11 Sep 1977 15:31:44.000   152132983.5233011         -12624773.99008102        1123442.887883261         7.302318682278403         33.50550277404503         17.8306059036224          
12 Sep 1977 15:31:44.000   152742749.0457462         -9728282.368079143        2663777.273446666         6.812962855849536         33.54131704439754         17.82446773429523         
13 Sep 1977 15:31:44.000   153310327.8464894         -6829108.578506095        4203371.34750719          6.32584067019126          33.5676119854219          17.81348384958446         
14 Sep 1977 15:31:44.000   153835929.9422472         -3928069.14915766         5741810.388513507         5.841343999988424         33.58452789205626         17.79774696191701         
15 Sep 1977 15:31:44.000   154319798.58642           -1025967.790838597        7278688.017920251         5.359850177039315         33.59222097929054         17.77735738090392         
16 Sep 1977 15:31:44.000   154762208.9725748         1876405.930928856         8813606.829649404         4.881721084628121         33.59086228281197         17.75242238765829         
17 Sep 1977 15:31:44.000   155163466.8650265         4778277.827602774         10346178.96499372         4.407302375617606         33.58063652338777         17.72305559798912         
18 Sep 1977 15:31:44.000   155523907.1672041         7678890.219939426         11876026.632163           3.93692281432879          33.56174094504402         17.68937631936975         
19 Sep 1977 15:31:44.000   155843892.4384729         10577502.96921295         13402782.57021199         3.470893740975303         33.53438413703714         17.65150890653726         
20 Sep 1977 15:31:44.000   156123811.3698953         13473394.40629269         14926090.45738737         3.009508656383513         33.49878484933926         17.60958212053057         
21 Sep 1977 15:31:44.000   156364077.2291892         16365862.15840326         16445605.26441122         2.553042923602722         33.45517081103382         17.56372849561845         
22 Sep 1977 15:31:44.000   156565126.2848078         19254223.87430849         17960993.55357563         2.101753582068434         33.40377756053661         17.5140837184478          
23 Sep 1977 15:31:44.000   156727416.2186061         22137817.84912799         19471933.72482763         1.655879268468753         33.34484729523435         17.46078602318157         
24 Sep 1977 15:31:44.000   156851424.5361063         25016003.55099132         20978116.21046311         1.215640238978612         33.27862774862088         17.40397560621276         
25 Sep 1977 15:31:44.000   156937646.9827929         27888162.05199219         22479243.62015931         0.7812384857881638        33.20537110112103         17.34379406348486         
26 Sep 1977 15:31:44.000   156986595.9743294         30753696.36681783         23975030.83851266         0.3528579413871107        33.12533293095071         17.28038385311847         
27 Sep 1977 15:31:44.000   156998799.0479206         33612031.70254643         25465205.07727808         -0.06933523743030001      33.03877120958064         17.21388778551355         
28 Sep 1977 15:31:44.000   156974797.3413903         36462615.62380094         26949505.88484105         -0.4851923133654314       32.94594534611728         17.14444854271188         
29 Sep 1977 15:31:44.000   156915144.1058725         39304918.13754103         28427685.11545426         -0.8945815478942847       32.8471152840152          17.07220822837295         
30 Sep 1977 15:31:44.000   156820403.2573675         42138431.70218217         29899506.86096211         -1.297387723761958        32.74254065267642         16.99730794929411         
01 Oct 1977 15:31:44.000   156691147.9717219         44962671.16584402         31364747.34774336         -1.693511618289901        32.63247997573417         16.91988742904351         
02 Oct 1977 15:31:44.000   156527959.3269963         47777173.63868704         32823194.80167972         -2.082869435149599        32.51718993712567         16.84008465382722         
03 Oct 1977 15:31:44.000   156331424.9964209         50581498.30435351         34274649.28389746         -2.465392201287537        32.39692470534875         16.7580355506112          
04 Oct 1977 15:31:44.000   156102137.9946943         53375226.17550397         35718922.50006805         -2.841025138456862        32.27193531454112         16.67387369582777         
05 Oct 1977 15:31:44.000   155840695.4795565         56157959.79836699         37155837.58588455         -3.209727009733933        32.14246910525599         16.58773005705567         
06 Oct 1977 15:31:44.000   155547697.6107181         58929322.91155517         38585228.87163407         -3.571469450460373        32.00876922152329         16.49973276470633         
07 Oct 1977 15:31:44.000   155223746.4668212         61688960.06366301         40006941.62818897         -3.926236291978661        31.87107416140812         16.41000691170117         
08 Oct 1977 15:31:44.000   154869445.0211684         64436536.19438101         41420831.79694967         -4.274022879423971        31.72961738163873         16.31867438186456         
09 Oct 1977 15:31:44.000   154485396.1764112         67171736.18370451         42826765.70613451         -4.614835389686739        31.58462695325677         16.22585370488565         
10 Oct 1977 15:31:44.000   154072201.85801           69894264.37349834         44224619.77562888         -4.948690153494675        31.43632526609841         16.13165993653746         
11 Oct 1977 15:31:44.000   153630462.16597           72603844.0655392          45614280.21252065         -5.275612985343687        31.2849287796463          16.03620456267458         
12 Oct 1977 15:31:44.000   153160958.3407956         75300530.54341993         46995954.85845055         -5.591831545041581        31.13714318923631         15.94606205032452         
13 Oct 1977 15:31:44.000   152664246.0373107         77984017.58632247         48369482.95125515         -5.904999531651552        30.98018247072133         15.84840327390708         
